id,username,created_at,lng,lat,text
1517545818856775685,jeffpartain,Fri Apr 22 16:48:12 +0000 2022,-117.193,34.0823,Just posted a photo @ Citrus Valley High School https://t.co/YpCTnvjEYF
1517545819133681665,schnell_michael,Fri Apr 22 16:48:12 +0000 2022,-93.166616,44.8184775,Let’s go @JimPeteHoops has me fired up all over again! We’re still alive and i still have Wolves fever #howl
1517545819448172547,thisisbossi,Fri Apr 22 16:48:12 +0000 2022,-77.0143985,38.898602999999994,@DCist Ahh I'd heard this in Navy Yard and wondered if this was the source!Figured it was either Bolling or Navy… https://t.co/D0D2Wnm2UM
1517545818697322497,Ugly_Desserts,Fri Apr 22 16:48:12 +0000 2022,-122.4359785,37.7706565,Ugly Dessert for Today-Chocolate Caramel Cookie Cups! Chocolate and caramel…a match made in heaven - or in your kit… https://t.co/0ERtS2cjQL
1517545819628482565,yeosangIover,Fri Apr 22 16:48:12 +0000 2022,-117.3630675,34.531222,SHES SO CRAZY IMMA BARK
1517545820123500546,rob_petitti,Fri Apr 22 16:48:12 +0000 2022,-75.117998,40.0048655,@FOX29philly Because it’s unnecessary and cloth masks do nothing
1517545820471676928,duzer,Fri Apr 22 16:48:12 +0000 2022,-105.2426865,40.023981500000005,@ameliaboone Weirdos are my favorite!! #FreakTheSquares
1517545820450603013,timdennis0U812,Fri Apr 22 16:48:12 +0000 2022,-90.336884,38.522726500000005,@DeathRideez @portarican_RT @FoxNews Nothing is ever Trumpy’s fault
1517545821633454080,that_girl_shep,Fri Apr 22 16:48:13 +0000 2022,-84.433106,33.7671945,@LSparrow1906 Let me get up and move around
1517545822090637313,ericeells1,Fri Apr 22 16:48:13 +0000 2022,-72.973717,43.6057225,This was a fun video. Quite the auspicious debut for Chelsea on the kill count. And quite the tonal shift from this… https://t.co/C9FXg1qjt4
1517545822170189824,SandraSantana50,Fri Apr 22 16:48:13 +0000 2022,-118.5032585,34.415631,@LABasedMLB @DodgersNation I don’t want my money to pay for a player who punches a woman in her vagina to the point… https://t.co/zIL9E7k4ip
1517545822048727044,theghostpossum,Fri Apr 22 16:48:13 +0000 2022,-77.60468399999999,41.1179365,Lunch chicken acquired: https://t.co/Yqf0b0G9fi
1517545823038550017,RaesTake,Fri Apr 22 16:48:13 +0000 2022,-96.7349005,33.061242500000006,Welp… @BaylorTrack here I come Jack‼️✅ The @MJGold Invitational with @ItsGabrielleT in the 100m is worth the drive!… https://t.co/KO8jBQgzWY
1517545823923544064,BarstoolMintzy,Fri Apr 22 16:48:13 +0000 2022,-90.011008,29.982601,@AndrewJuge @DatPatronSaint Any other Ole Miss QBs win 10 games in regular season? That’s getting way overlooked
1517545823759855616,Kyushawnie,Fri Apr 22 16:48:13 +0000 2022,-122.3306025,47.614817,watching him eat makes me hungry 🤤 https://t.co/CxuhBYdEnl
1517545824766545921,ginaStL1,Fri Apr 22 16:48:13 +0000 2022,-90.8616135,38.8168005,"@BTS_twt_JHOSEOK @Thvtaehyungkim_ Only when awake, But we have so much fun when I sleep, it's manageable. We were o… https://t.co/plwJDWDz7S"
1517545825903149056,MaryvaleFB,Fri Apr 22 16:48:14 +0000 2022,-112.180202,33.488131,@browne_football @hsfootballfan23 2022-Onward. Entirely new staff. Hope you really cherished those last 4 years. WE CANT WAIT.
